timeframe,symbol,timestamp,open,high,low,close,volume,signal,signal_reason,trade_outcome,label,tp_price,sl_price,rr_ratio,demand_zone_strength,demand_zone_fresh,demand_zone_touches,supply_zone_strength,supply_zone_fresh,supply_zone_touches,nearest_demand_dist_atr,nearest_supply_dist_atr,in_demand_zone,in_supply_zone,between_zones,bullish_engulfing,bearish_engulfing,pin_bar_bullish,pin_bar_bearish,higher_low,lower_high,bos_bullish,bos_bearish,buy_confirmation_score,sell_confirmation_score,atr_14,rsi_14,ema_spread_atr,price_above_ema20,price_above_ema50,price_above_ema200,ema_trend_bias,bb_position,bb_width_atr,volume_ratio,body_atr_ratio,momentum_5,momentum_10,htf_1h_bias,htf_4h_bias,htf_aligned,candle_size_atr,body_size_atr,wick_upper_atr,wick_lower_atr,hour,month,day_of_week_int,spread_norm
15min,USTECm,2025-01-10 11:30:00,21184.93,21193.89,21173.81,21178.09,1257.0,0,,0,0,,,,1.2534969760291317,0.0,1.0,0.5958815004838174,0.0,1.0,0.828118892039782,0.26651214342705454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,25.89000227635036,66.68465475568493,0.44216274018255697,1.0,1.0,0.0,0.0,0.8937458754730662,4.498296339384326,1.0027121888959796,0.26419464652763314,1.9625336242791498,2.20664329767894,1.0,1.0,1.0,0.7755889623208878,0.26419464652763314,0.3460795369718703,0.16531477882138448,11,1,4,0.0
15min,USTECm,2025-01-10 11:45:00,21177.89,21183.88,21154.45,21156.1,1176.0,-1,supply rr=1.07,1,-1,21112.144999999997,21197.06100098642,1.0730938927633,0.9905808590734846,0.0,2.0,0.8265684837764954,1.0,0.0,3.334723974703473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,26.362001972837017,52.96297292734589,0.4456666343928856,1.0,1.0,0.0,0.0,0.6857484728802207,4.150038459488838,0.929864790068791,0.8265684837764622,-0.020863362371705364,1.612168910532338,1.0,1.0,1.0,1.1163795538109813,0.8265684837764622,0.22722098291973425,0.06259008711478488,11,1,4,0.0
15min,USTECm,2025-01-10 12:00:00,21156.34,21163.63,21096.61,21108.81,2520.0,0,,0,0,,,,0.9905808590734846,0.0,2.0,1.4954503271057216,1.0,0.0,1.2780389709034254,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,31.783068376458807,35.061086448049835,0.2931498109680846,0.0,0.0,0.0,0.0,0.2504671306212434,3.420284046007773,1.9049058885781236,1.4954503271057582,-1.4957649600379468,-0.013214583155518766,1.0,-1.0,0.0,2.1086699121108334,1.4954503271057582,0.22936740762888652,0.38385217737618865,12,1,4,0.0
15min,USTECm,2025-01-10 12:15:00,21109.11,21134.17,21108.2,21121.43,1582.0,0,,0,0,,,,0.9905808590734846,0.0,2.0,2.010374865701859,0.0,9.0,1.7169766743345884,3.2004651607993226,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,31.007992592930638,41.182745527374394,0.2539919144959732,0.0,0.0,0.0,0.0,0.36088852644415453,3.4639541066320123,1.1802447030737093,0.39731691637493416,-2.5799799764606113,0.12254904888185558,1.0,-1.0,0.0,0.8375259998585259,0.39731691637493416,0.41086181125135235,0.029347272232239457,12,1,4,0.0
15min,USTECm,2025-01-10 12:30:00,21121.13,21158.17,21119.44,21146.73,1308.0,0,,0,0,,,,0.7990612633137469,1.0,0.0,2.010374865701859,0.0,9.0,0.0,2.3079136644304987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,32.03759358053983,51.712294396759184,0.25004161526002894,1.0,1.0,0.0,0.0,0.5854162344728373,3.3376202636194456,0.9668835008870491,0.7990612633137925,-1.1942220286870049,0.6592255422338469,1.0,-1.0,0.0,1.2088922940680928,0.7990612633137925,0.35708050204335096,0.052750528710949575,12,1,4,0.0
15min,USTECm,2025-01-10 12:45:00,21146.63,21162.59,21129.96,21161.23,1588.0,0,,0,0,,,,0.7990612633137469,0.0,1.0,2.010374865701859,0.0,9.0,0.4514801856846701,1.8507573956618066,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,32.116581103134656,56.82375769158005,0.27744077984520515,1.0,1.0,0.0,0.0,0.6995458480484776,3.291369529039198,1.155245162229012,0.4545938421376678,-0.5249624779754345,1.05708636579275,1.0,-1.0,0.0,1.0159861006131576,0.4545938421376678,0.04234572776076906,0.5190465307147207,12,1,4,0.0
15min,USTECm,2025-01-10 13:00:00,21161.04,21163.55,21133.44,21143.97,1665.0,0,,0,0,,,,0.9905808590734846,0.0,2.0,2.010374865701859,0.0,9.0,2.3793498090562246,2.408236082800205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,31.849036956050114,49.610912846255964,0.2729228848972651,1.0,1.0,0.0,0.0,0.5300467012115043,3.308398440432109,1.2347510104193704,0.5359659704485145,-0.38085923969180296,-0.3981282076911142,-1.0,-1.0,1.0,0.9453975026481998,0.5359659704485145,0.07880929032371244,0.3306222418759729,13,1,4,0.0
15min,USTECm,2025-01-10 13:15:00,21143.73,21148.89,21115.75,21138.7,2502.0,0,,0,0,,,,0.9905808590734846,0.0,2.0,2.010374865701859,0.0,9.0,2.201981071053568,2.5598693574563933,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,32.02116536191002,47.48731635962214,0.2553005937010659,0.0,1.0,0.0,0.0,0.47740444849108193,3.2838730303983823,1.7831308128140255,0.15708360214720077,0.9334451030178409,-0.5511979280114813,-1.0,-1.0,1.0,1.034940472198456,0.15708360214720077,0.16114341691442466,0.7167134531368305,13,1,4,0.0
15min,USTECm,2025-01-10 13:30:00,21133.78,21157.28,20885.88,20965.33,13189.0,-1,supply rr=2.06,0,0,20503.485,21189.249171656826,2.0625522887688232,2.1331370698640604,0.0,23.0,2.634569356507269,1.0,0.0,14.446573873032044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,63.93834331365507,18.091627087777454,-0.03155854839598451,0.0,0.0,0.0,-1.0,-0.3851437301624036,2.960095660056117,6.626639200120585,2.6345693565073147,-2.4414145238990086,-3.69261991731299,-1.0,-1.0,1.0,4.244714297156932,2.6345693565073147,0.36754158431535705,1.2426033563342604,13,1,4,0.0
15min,USTECm,2025-01-10 13:45:00,20965.0,21005.85,20932.32,20959.01,6428.0,0,,0,0,,,,2.1331370698640604,0.0,23.0,2.634569356507269,0.0,1.0,14.066374602792116,0.09690690505433287,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,65.21723087183423,17.63252263308945,-0.17211333868304393,0.0,0.0,0.0,-1.0,-0.17592863392752164,3.757673696044917,2.856888888888889,0.09184689260682699,-2.8783804140490266,-3.4650351905327303,-1.0,-1.0,1.0,1.1274627735191967,0.09184689260682699,0.6263682075106648,0.40924767340170487,13,1,4,0.0
15min,USTECm,2025-01-10 14:00:00,20958.59,21023.0,20930.53,21014.85,5455.0,0,,0,0,,,,0.81712762926482,1.0,0.0,2.010374865701859,0.0,9.0,0.0,2.9893567126784535,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,68.85093342225649,34.561894202154434,-0.23322809651045975,0.0,0.0,0.0,-1.0,0.10424510063837064,3.835167301154438,2.247908682573042,0.8171276292648432,-2.1260423457481084,-2.370919200163425,-1.0,-1.0,1.0,1.3430464251354435,0.8171276292648432,0.1183716704320738,0.40754712543852645,14,1,4,0.0
15min,USTECm,2025-01-10 14:15:00,21014.39,21036.69,20991.05,21033.97,5101.0,0,,0,0,,,,0.81712762926482,0.0,1.0,2.010374865701859,0.0,9.0,0.29077131552179564,2.8392784836773517,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,65.75614229928888,39.47661307025668,-0.2908971393225713,0.0,0.0,0.0,-1.0,0.20389216523462908,4.180570118200633,1.9500353613548178,0.29776685972363903,-1.672847526537298,-1.857316985599962,-1.0,-1.0,1.0,0.6940796464651117,0.29776685972363903,0.04136495701983137,0.35494782972164124,14,1,4,0.0
15min,USTECm,2025-01-10 14:30:00,21034.23,21038.02,20911.61,20962.46,22279.0,0,,0,0,,,,2.1331370698640604,0.0,23.0,2.634569356507269,0.0,2.0,12.46991547135791,0.03886607306838456,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,73.84332332605035,29.813656946490596,-0.3484668502371963,0.0,0.0,0.0,-1.0,0.02600530904867558,4.159011815352806,6.063632899678842,0.9719226704234893,-2.386674814482894,-1.9818988827710713,-1.0,-1.0,1.0,1.711867699153313,0.9719226704234893,0.05132488394740176,0.6886201447824221,14,1,4,0.0
15min,USTECm,2025-01-10 14:45:00,20962.73,20980.72,20853.07,20898.65,17674.0,0,,0,0,,,,2.1331370698640604,0.0,23.0,2.634569356507269,0.0,3.0,10.57807886039934,0.8230315847089643,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,81.01754688257716,23.812389586816593,-0.43140144406758363,0.0,0.0,0.0,-1.0,-0.05217787208784241,4.43561273571733,3.929826121759239,0.7909397712679994,-0.8230315847089643,-2.749774691683583,-1.0,-1.0,1.0,1.5755846098995026,0.7909397712679994,0.22205066300111279,0.5625941756303903,14,1,4,0.0
15min,USTECm,2025-01-10 15:00:00,20897.27,20898.18,20719.0,20750.63,20420.0,0,,0,0,,,,2.1331370698640604,0.0,23.0,2.634569356507269,0.0,4.0,7.528947515220754,2.279954627735085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,94.16854063156708,15.474902069935297,-0.5429308730558906,0.0,0.0,0.0,-1.0,-0.19299839136691047,5.021602717582983,3.7339087185488586,1.5572079488172876,-2.2128409190844405,-4.2062879741306975,-1.0,-1.0,1.0,1.9027585943063396,1.5572079488172876,0.009663524505071821,0.3358871209839799,15,1,4,0.0
15min,USTECm,2025-01-10 15:15:00,20750.38,20875.15,20748.84,20873.94,13883.0,0,,0,0,,,,1.255001462337363,1.0,0.0,2.634569356507269,0.0,4.0,0.0,0.9282501104161347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,98.45406854735832,36.75905508041024,-0.5900147834663038,0.0,0.0,0.0,-1.0,0.1196339273591508,5.119712474307546,2.267982291343342,1.2550014623373866,-1.431225769326327,-2.9180104412019174,-1.0,-1.0,1.0,1.2829332689206485,1.2550014623373866,0.01228999489663514,0.015641811686626542,15,1,4,0.0
15min,USTECm,2025-01-10 15:30:00,20873.51,20927.09,20848.72,20897.65,11864.0,0,,0,0,,,,1.255001462337363,0.0,1.0,2.634569356507269,0.0,4.0,0.24755630101218387,0.7066474252426286,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,95.77619274104374,40.10517245884383,-0.6535689739693585,0.0,0.0,0.0,-1.0,0.20049160305382954,5.405676006911463,1.7790040336487278,0.25204593447631474,-1.423318218219186,-2.5718291043995762,-1.0,-1.0,1.0,0.8182618013632471,0.25204593447631474,0.30738327717409714,0.2588325897128352,15,1,4,0.0
15min,USTECm,2025-01-10 15:45:00,20897.21,20964.55,20826.31,20832.5,13884.0,0,,0,0,,,,2.1331370698640604,0.0,23.0,2.634569356507269,0.0,4.0,7.79648393293509,1.3094693887815554,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.43803370890431,34.3438455759223,-0.6893889959541318,0.0,0.0,0.0,-1.0,0.1246341090139716,5.358269647383004,1.8986277204570163,0.6379264032827925,-1.281176253602707,-3.018591634758021,-1.0,-1.0,1.0,1.3628024415053817,0.6379264032827925,0.6638535620006685,0.06102247622192067,15,1,4,0.0
15min,USTECm,2025-01-10 16:00:00,20831.89,20843.63,20773.26,20776.26,11689.0,0,,0,0,,,,2.1331370698640604,0.0,23.0,2.634569356507269,0.0,4.0,7.550390556407373,1.9432527599302623,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,97.29562921438409,30.044815628481672,-0.8139627854527243,0.0,0.0,0.0,-1.0,0.07878121421519498,5.83184434091838,1.4923143703401083,0.5717625801815126,-1.2579187882152987,-1.9432527599302623,-1.0,1.0,0.0,0.7232596219193428,0.5717625801815126,0.12066317978304796,0.03083386195478227,16,1,4,0.0
15min,USTECm,2025-01-10 16:15:00,20776.03,20819.12,20768.75,20783.27,8755.0,0,,0,0,,,,2.1331370698640604,0.0,23.0,2.634569356507269,0.0,4.0,8.146299811436787,1.9998049481145452,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,91.03887865246608,31.28193912727822,-0.9508047949150328,0.0,0.0,0.0,-1.0,0.13454617220299478,6.369274806245693,1.0662590808615324,0.07952646283834562,0.35852814185684456,-1.93038405790203,-1.0,1.0,0.0,0.553280101266225,0.07952646283834562,0.39378780286667,0.07996583556120941,16,1,4,0.0
15min,USTECm,2025-01-10 16:30:00,20783.69,20815.53,20732.04,20812.6,9185.0,0,,0,0,,,,2.1331370698640604,0.0,23.0,2.634569356507269,0.0,4.0,8.563143153922974,1.696390025291435,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,90.03236149880368,36.687314259330904,-1.010705355233654,0.0,0.0,0.0,-1.0,0.21419952703982353,6.385396551598044,1.0671112479450702,0.3211067611548115,-0.6813105752070627,-2.2464144740076315,-1.0,1.0,0.0,0.9273332234111107,0.3211067611548115,0.032543853690197085,0.5736826085661022,16,1,4,0.0
15min,USTECm,2025-01-10 16:45:00,20813.03,20827.02,20740.89,20744.81,8197.0,0,,0,0,,,,2.1331370698640604,0.0,23.0,2.634569356507269,0.0,4.0,7.855590688128592,2.4635790186528377,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,89.51204663229666,30.325700924147213,-1.0982903147867966,0.0,0.0,0.0,-1.0,0.13813270457347582,6.530420514387818,0.9150071441328809,0.7621320544735001,-1.7074796717345333,-3.230403179002597,-1.0,1.0,0.0,0.9622168550542738,0.7621320544735001,0.15629181240229062,0.04379298817848315,16,1,4,0.0
15min,USTECm,2025-01-10 17:00:00,20745.09,20760.3,20731.16,20757.9,7336.0,0,,0,0,,,,2.1331370698640604,0.0,23.0,2.634569356507269,0.0,4.0,8.792518323218928,2.5463268586620775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,81.46244041465702,32.917391847840236,-1.2713546358732353,0.0,0.0,0.0,-1.0,0.19427605356498823,7.263375373134763,0.7974606487520653,0.1572503835484798,-0.9157594545446031,-2.511095898413479,1.0,1.0,1.0,0.35771086468405167,0.1572503835484798,0.029461430173017295,0.17099905096255455,17,1,4,0.0
15min,USTECm,2025-01-10 17:15:00,20757.62,20804.62,20745.66,20799.66,6224.0,0,,0,0,,,,0.5357999843115471,1.0,0.0,2.634569356507269,0.0,4.0,0.0,2.1114648763295234,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,78.46211502603597,40.9963969465645,-1.3434705249640284,0.0,0.0,0.0,-1.0,0.28707594093187466,7.365169611743216,0.6599302323115583,0.5357999843115359,0.29823310259016933,-1.261627983991432,1.0,1.0,1.0,0.7514454584921065,0.5357999843115359,0.06321522174560462,0.15243025243496597,17,1,4,0.0
15min,USTECm,2025-01-10 17:30:00,20799.38,20863.04,20796.42,20855.83,6303.0,0,,0,0,,,,0.7342309464556813,1.0,0.0,2.634569356507269,0.0,4.0,0.0,1.4242389483949702,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,76.8831663558982,50.28818694878044,-1.3458592784693972,0.0,0.0,0.0,-1.0,0.40313951967731626,7.027181236158904,0.6510657418358546,0.7342309464556719,0.9437696629729763,1.3683099303301542,1.0,1.0,1.0,0.8665095775531774,0.7342309464556719,0.09377865587148616,0.038499975226019285,17,1,4,0.0
15min,USTECm,2025-01-10 17:45:00,20855.14,20882.13,20836.4,20876.95,4826.0,0,,0,0,,,,0.7342309464556813,0.0,1.0,2.634569356507269,0.0,4.0,0.29039146275975186,1.215189274560057,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,72.72941084177839,53.46737215831963,-1.3779836549358435,0.0,0.0,0.0,-1.0,0.46496615221907345,6.670745412905343,0.49030016407682653,0.2998786838442468,0.8847864880961916,0.04138628328160449,1.0,1.0,1.0,0.628769014772921,0.2998786838442468,0.07122290611248044,0.25766742481619376,17,1,4,0.0
15min,USTECm,2025-01-10 18:00:00,20876.71,20923.65,20849.18,20911.45,4424.0,0,,0,0,,,,0.7342309464556813,0.0,2.0,2.634569356507269,0.0,4.0,0.7623199644124813,0.7384717670360664,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,72.9614893962081,58.47301352515851,-1.3032112800064761,1.0,0.0,0.0,-1.0,0.5685208249782011,5.826520804637994,0.4432466010079252,0.4761415958951831,2.283944603914019,0.18914087574419056,1.0,1.0,1.0,1.0206754359906243,0.4761415958951831,0.1672114988463222,0.3773223412491189,18,1,4,0.0
15min,USTECm,2025-01-10 18:15:00,20911.22,20975.52,20887.44,20950.63,5238.0,0,,0,0,,,,0.5256258204880185,1.0,0.0,2.634569356507269,0.0,4.0,0.0,0.1960593646580635,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,74.97729081004725,63.603463457895415,-1.1746194647154542,1.0,0.0,0.0,-1.0,0.717375921911127,4.768147698491366,0.5177065933957322,0.5256258204880204,2.5705116564997703,1.5755437242895303,1.0,1.0,1.0,1.1747557033388694,0.5256258204880204,0.3319671827441469,0.317162700106702,18,1,4,0.0
15min,USTECm,2025-01-10 18:30:00,20950.88,20977.09,20928.18,20958.96,5625.0,0,,0,0,,,,0.5256258204880185,0.0,1.0,2.634569356507269,0.0,5.0,0.11650080470695948,0.08908885065831999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,71.50165203537426,64.67411121409523,-1.135311725905077,1.0,0.0,0.0,-1.0,0.7424787445921464,4.981130402857486,0.5775450485137841,0.11300438199669223,2.2279205509991327,2.555185716682643,1.0,1.0,1.0,0.6840401390418585,0.11300438199669223,0.2535605749504988,0.3174751820946675,18,1,4,0.0
15min,USTECm,2025-01-10 18:45:00,20959.36,21016.51,20945.25,21008.21,5679.0,1,demand rr=1.08,-1,0,21114.44,20909.515284118006,1.076349418007508,0.6835090023006333,1.0,0.0,2.010374865701859,0.0,9.0,0.0,2.972739460159596,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,71.46943176399081,70.57833645982029,-1.0091352080956433,1.0,1.0,0.0,-1.0,0.861127949405829,5.158969988874935,0.585340211604764,0.6835090023006536,2.1321003433075085,3.147359569652162,1.0,1.0,1.0,0.9970696316058255,0.6835090023006536,0.11613356640932293,0.19742706289584896,18,1,4,0.0
15min,USTECm,2025-01-10 19:00:00,21008.5,21011.97,20891.09,20913.03,8732.0,0,,0,0,,,,0.7342309464556813,0.0,3.0,2.634569356507269,0.0,6.0,0.7327930625878413,0.6700188317018912,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,78.05750752879217,51.41577441848639,-0.8879914421629078,0.0,0.0,0.0,-1.0,0.6241708729408249,4.442830889521784,0.8850687722356805,1.2230726168752581,0.46222331640156067,1.2866155118129519,-1.0,1.0,0.0,1.5486018427556425,1.2230726168752581,0.0444544043213276,0.2810748215590569,19,1,4,0.0
15min,USTECm,2025-01-10 19:15:00,20913.28,20948.5,20886.04,20936.98,6093.0,0,,0,0,,,,0.7342309464556813,0.0,3.0,2.634569356507269,0.0,7.0,1.068074587950361,0.3731351148292777,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,75.97783985828644,54.96580643921941,-0.8591046035836745,1.0,0.0,0.0,-1.0,0.7261144986145532,4.182933168486777,0.6144924612979679,0.31193305895778484,0.3360190293329909,2.5292901240471295,-1.0,1.0,0.0,0.8220818085444406,0.31193305895778484,0.1516231577718853,0.3585255918147704,19,1,4,0.0
15min,USTECm,2025-01-10 19:30:00,20936.61,20938.27,20897.82,20910.04,5481.0,0,,0,0,,,,0.7342309464556813,0.0,3.0,2.634569356507269,0.0,7.0,0.7609404182968951,0.7761002716774889,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,71.24079454384835,50.20456530246171,-0.884678297967104,0.0,0.0,0.0,-1.0,0.6545677078560651,4.317521352165263,0.6039270130900436,0.3729604669645606,-0.569757822886397,2.135574160481296,-1.0,1.0,0.0,0.5677926567074323,0.3729604669645606,0.023301256121986094,0.1715309336208856,19,1,4,0.0
15min,USTECm,2025-01-10 19:45:00,20910.19,20943.24,20883.37,20927.01,5276.0,0,,0,0,,,,0.7342309464556813,0.0,3.0,2.634569356507269,0.0,7.0,1.020872253780568,0.5495901203270107,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.72468860466893,53.15395821418785,-0.8588807065694756,1.0,0.0,0.0,-1.0,0.7026072808939786,4.466320367369147,0.6239578036117648,0.24123449436063446,-0.45823080230811214,1.8264692542703,-1.0,1.0,0.0,0.8586628524001894,0.24123449436063446,0.2327726422992329,0.38465571574032204,19,1,4,0.0
15min,USTECm,2025-01-10 20:00:00,20927.02,20939.64,20870.07,20875.98,5715.0,0,,0,0,,,,0.7342309464556813,0.0,3.0,2.634569356507269,0.0,7.0,0.2890792731519657,1.281847794348961,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,69.7040634573797,44.09247631495986,-0.8577809005467948,0.0,0.0,0.0,-1.0,0.5198100737717404,4.198161206129999,0.7402418252822051,0.7322385162123041,-1.8970199647091035,0.2890792731519657,-1.0,1.0,0.0,0.9980766765848352,0.7322385162123041,0.18105113782522095,0.08478702254731028,20,1,4,0.0
15min,USTECm,2025-01-10 20:15:00,20876.25,20885.74,20841.6,20852.59,7086.0,0,,0,0,,,,0.5357999843115471,0.0,1.0,2.634569356507269,0.0,7.0,0.7983948036340852,1.7005673561629993,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,66.29552166306283,40.445858610469315,-0.9170428070672769,0.0,0.0,0.0,-1.0,0.4436029945693346,4.419919623538478,0.9600845459718722,0.3568868515772219,-0.9116754568608124,-0.3674456341682727,-1.0,1.0,0.0,0.6658066622408526,0.3568868515772219,0.1431469239842703,0.16577288667936046,20,1,4,0.0
15min,USTECm,2025-01-10 20:30:00,20852.58,20878.52,20822.86,20855.1,7403.0,0,,0,0,,,,0.5357999843115471,0.0,1.0,2.634569356507269,0.0,7.0,0.8545341747964987,1.699049460458568,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,64.87745210798776,41.04953527106121,-0.9448859859210152,0.0,0.0,0.0,-1.0,0.4592878536472534,4.500813438941592,1.0342924604089387,0.03884246249075086,-1.2620717574375873,-0.8685606195848793,-1.0,1.0,0.0,0.8579251834266638,0.03884246249075086,0.3609882823545179,0.45809443858139504,20,1,4,0.0
15min,USTECm,2025-01-10 20:45:00,20855.55,20887.21,20830.17,20856.62,8648.0,0,,0,0,,,,0.7342309464556813,0.0,3.0,2.634569356507269,0.0,7.0,0.012376148728104719,1.7030520610595026,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,63.83245849358951,41.46413805008257,-0.9623241216255056,0.0,0.0,0.0,-1.0,0.46014392204403665,4.549329015093714,1.254105789798064,0.016762631821668858,-0.8368783101996093,-1.472761698649648,-1.0,1.0,0.0,0.8935892701943846,0.016762631821668858,0.4792232779671498,0.39760336040556593,20,1,4,0.0
15min,USTECm,2025-01-12 23:00:00,20856.31,20856.31,20793.48,20827.02,2579.0,0,,0,0,,,,0.5357999843115471,0.0,1.0,2.634569356507269,0.0,7.0,0.42924292281668297,2.169904556095567,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,63.74013069444417,35.805738156778176,-0.9878492776377389,0.0,0.0,0.0,-1.0,0.3440159266845073,4.396503982218186,0.40045029307868485,0.45952212022296696,-1.568713444899062,-2.0699675159514395,-1.0,1.0,0.0,0.9857212295530561,0.45952212022296696,0.0,0.5261991093300892,23,1,6,0.0
15min,USTECm,2025-01-12 23:15:00,20827.12,20850.05,20827.12,20850.05,837.0,0,,0,0,,,,0.5357999843115471,0.0,2.0,2.634569356507269,0.0,7.0,0.8641429228942772,1.9769477307254528,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,58.312113268518125,42.81185158703413,-1.0765746902530813,0.0,0.0,0.0,-1.0,0.41064121490504557,4.609937600173903,0.1384764284000761,0.39322876011045854,-0.44467604664911925,-2.712300946317927,-1.0,1.0,0.0,0.39322876011045854,0.39322876011045854,0.0,0.0,23,1,6,0.0
15min,USTECm,2025-01-12 23:30:00,20850.12,20877.44,20850.12,20873.8,1064.0,0,,0,0,,,,0.7342309464556813,0.0,4.0,2.634569356507269,0.0,7.0,0.3316161091515567,1.6890830534583743,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,54.18916483271563,49.385058146969484,-1.1265843991225892,0.0,0.0,0.0,-1.0,0.48731191910325694,4.844692713233352,0.18870936275118386,0.43698772758541704,0.39140665971648286,-0.7239454625496503,-1.0,1.0,0.0,0.50415982760277,0.43698772758541704,0.06717210001735296,0.0,23,1,6,0.0
15min,USTECm,2025-01-12 23:45:00,20873.85,20874.06,20835.55,20849.75,1713.0,0,,0,0,,,,0.5357999843115471,0.0,2.0,2.634569356507269,0.0,7.0,0.9614460051788737,2.2184853120098937,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,52.09860952168715,43.537980057356,-1.164432108902198,0.0,0.0,0.0,-1.0,0.36003821089094346,4.474606362810744,0.3223499745958864,0.46258432271532823,-0.1026898807687275,-1.674324915786634,-1.0,1.0,0.0,0.7391751978326676,0.46258432271532823,0.004030817749801615,0.27256005736753774,23,1,6,0.0
15min,USTECm,2025-01-13 00:00:00,20849.29,20884.02,20847.73,20877.56,1220.0,0,,0,0,,,,0.565504110225129,1.0,0.0,2.634569356507269,0.0,7.0,0.0,1.7557232314983748,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,49.99079491879565,51.2405543969054,-1.171165142710646,0.0,0.0,0.0,-1.0,0.44647045684106834,4.036271640023822,0.24359563125212147,0.5655041102251203,0.4188771159573872,-0.6497196144362102,-1.0,-1.0,1.0,0.7259336455631276,0.5655041102251203,0.1292237903096667,0.031205745028340563,0,1,0,0.0
