timeframe,symbol,timestamp,open,high,low,close,volume,signal,signal_reason,trade_outcome,label,tp_price,sl_price,rr_ratio,demand_zone_strength,demand_zone_fresh,demand_zone_touches,supply_zone_strength,supply_zone_fresh,supply_zone_touches,nearest_demand_dist_atr,nearest_supply_dist_atr,in_demand_zone,in_supply_zone,between_zones,bullish_engulfing,bearish_engulfing,pin_bar_bullish,pin_bar_bearish,higher_low,lower_high,bos_bullish,bos_bearish,buy_confirmation_score,sell_confirmation_score,atr_14,rsi_14,ema_spread_atr,price_above_ema20,price_above_ema50,price_above_ema200,ema_trend_bias,bb_position,bb_width_atr,volume_ratio,body_atr_ratio,momentum_5,momentum_10,htf_1h_bias,htf_4h_bias,htf_aligned,candle_size_atr,body_size_atr,wick_upper_atr,wick_lower_atr,hour,month,day_of_week_int,spread_norm
15min,USTECm,2024-06-27 05:15:00,19714.8,19723.49,19713.01,19722.67,346.0,0,,0,0,,,,1.3009348428874699,0.0,1.0,1.2349504992220626,0.0,4.0,0.3297308073791184,1.0685338976641974,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.704886314483161,69.00289780908005,-0.9811516157128444,1.0,1.0,1.0,-1.0,0.9438893438906729,5.761049523215786,0.9182590233545648,0.8109317043987568,3.177780656118784,2.252473577910336,1.0,-1.0,0.0,1.079868394167595,0.8109317043987568,0.08449351939097594,0.18444317037786212,5,6,3,0.0
15min,USTECm,2024-06-27 05:30:00,19722.81,19734.75,19721.29,19731.88,406.0,0,,0,0,,,,1.3009348428874699,0.0,2.0,1.2349504992220626,0.0,4.0,1.216002855569588,0.11366344177764398,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,10.205568139218624,74.32601225719088,-0.7480815013755885,1.0,1.0,1.0,-1.0,1.0360139993580026,5.664834619196131,1.0947822569772145,0.888730531830483,2.8151298985104067,3.203153372165442,1.0,-1.0,0.0,1.3188878675235172,0.888730531830483,0.28121903267403375,0.14893830301900046,5,6,3,0.0
15min,USTECm,2024-06-27 05:45:00,19731.58,19733.99,19729.43,19730.59,389.0,0,,0,0,,,,1.3009348428874699,0.0,2.0,1.2349504992220626,0.0,5.0,1.1763678214969684,0.2591817592327961,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,9.452825720656316,72.3188872109414,-0.6387188932932806,1.0,1.0,1.0,-1.0,0.9735152620836554,5.969539377242579,1.0799555802332037,0.10473058842464977,2.5812387450117242,2.8859095477013375,1.0,-1.0,0.0,0.48239543759232617,0.10473058842464977,0.2549502203064707,0.1227146288612058,5,6,3,0.0
15min,USTECm,2024-06-27 06:00:00,19730.48,19742.34,19724.78,19735.08,497.0,0,,0,0,,,,1.3009348428874699,0.0,2.0,1.0991372650653222,0.0,2.0,1.481898862955281,3.4621942044826017,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,10.53378229123565,75.02723687120412,-0.41537354908459934,1.0,1.0,1.0,-1.0,0.9902608823157167,5.502099470564669,1.3857521260281613,0.4366902478919947,1.481898862955281,3.30080867808801,1.0,-1.0,0.0,1.6670175549963973,0.4366902478919947,0.6892111303686699,0.5411161767357326,6,6,3,0.0
15min,USTECm,2024-06-27 06:15:00,19735.12,19739.6,19731.89,19736.47,342.0,0,,0,0,,,,1.3009348428874699,0.0,2.0,1.0991372650653222,0.0,2.0,1.673676749210852,3.4536811977831485,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,10.157277985737446,75.87054271169228,-0.2792366965287328,1.0,1.0,1.0,-1.0,0.9507645849592194,5.968385744027865,0.974081458273996,0.13290962420203825,2.1334455973766078,4.695155539404084,1.0,-1.0,0.0,0.7590616315538629,0.13290962420203825,0.30815342500176274,0.3179985823500619,6,6,3,0.0
15min,USTECm,2024-06-27 06:30:00,19736.4,19738.39,19722.52,19727.51,416.0,0,,0,0,,,,1.3009348428874699,0.0,2.0,1.2349504992220626,0.0,6.0,0.7363329020422265,0.5064578293901411,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.91897425430565,60.63990357198611,-0.1822223712969545,1.0,1.0,1.0,-1.0,0.7742542600902392,5.542188411885019,1.2014440433212996,0.8141790421837867,0.4432650803340434,3.2677062120489064,1.0,-1.0,0.0,1.4534332282853422,0.8141790421837867,0.1822515516249421,0.45700263447661366,6,6,3,0.0
15min,USTECm,2024-06-27 06:45:00,19727.57,19734.18,19723.72,19729.73,411.0,0,,0,0,,,,1.3009348428874699,0.0,2.0,1.2349504992220626,0.0,7.0,0.9449447479682207,0.3048505960795844,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,10.85777768706478,62.7761860493816,-0.10333092888434593,1.0,1.0,1.0,-1.0,0.7806494345304749,5.622813072015634,1.1919953596287702,0.1989357364143933,-0.19801473763483105,2.4480147564324986,1.0,-1.0,0.0,0.9633647235622935,0.1989357364143933,0.409844456964838,0.35458453018306213,6,6,3,0.0
15min,USTECm,2024-06-27 07:00:00,19729.29,19741.05,19729.29,19739.7,553.0,0,,0,0,,,,1.3009348428874699,0.0,2.0,1.0991372650653222,0.0,2.0,1.8427640411581496,2.9012375042454597,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.97807399545593,70.94726839413939,0.017771502393878504,1.0,1.0,1.0,0.0,0.8899122714987402,5.965794861278473,1.5833929849677881,0.9482537651239127,0.829835907807819,3.05244799897255,1.0,-1.0,0.0,1.0712261554137572,0.9482537651239127,0.12297239028984458,0.0,7,6,3,0.0
15min,USTECm,2024-06-27 07:15:00,19739.73,19749.72,19739.07,19746.88,536.0,0,,0,0,,,,1.3009348428874699,0.0,2.0,1.0991372650653222,0.0,2.0,2.506783497886452,2.256196603168724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,10.934330796062,75.42911257201936,0.1592679084005614,1.0,1.0,1.0,0.0,0.9314388253780893,6.470595319757532,1.4953271028037383,0.6539037581133976,1.0791698385647015,2.506783497886452,1.0,-1.0,0.0,0.9739965068402356,0.6539037581133976,0.2597324018240628,0.06036034690277517,7,6,3,0.0
15min,USTECm,2024-06-27 07:30:00,19746.86,19749.27,19733.7,19735.96,491.0,0,,0,0,,,,1.3009348428874699,0.0,2.0,1.0991372650653222,0.0,2.0,1.4274065491737216,3.0807397868465274,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.552420023253696,59.3594793316291,0.21358880860337204,1.0,1.0,1.0,1.0,0.7506904457202572,6.127072416160986,1.342263531984691,0.9435252508184044,-0.04414659430452371,1.831650853882321,1.0,-1.0,0.0,1.34776955552684,0.9435252508184044,0.2086142985754454,0.19563000613299025,7,6,3,0.0
15min,USTECm,2024-06-27 07:45:00,19735.97,19739.17,19723.63,19724.39,493.0,0,,0,0,,,,1.3009348428874699,0.0,2.0,1.2349504992220626,0.0,8.0,0.4071466702127215,0.7158168084028219,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.084097353486168,47.09385102965116,0.20201369252918516,1.0,1.0,1.0,1.0,0.5723777199547597,5.711627159355962,1.3151927437641722,0.9582842359888188,-0.2581905713544161,0.14233582779809015,1.0,-1.0,0.0,1.285987653477223,0.9582842359888188,0.26481084241487224,0.06289257507353214,7,6,3,0.0
15min,USTECm,2024-06-27 08:00:00,19724.3,19735.3,19723.49,19731.0,582.0,0,,0,0,,,,1.3009348428874699,0.0,2.0,1.2349504992220626,0.0,9.0,0.957040975548979,0.16932901909114917,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.047551039687702,53.436380010497224,0.2307082375738193,1.0,1.0,1.0,1.0,0.6494478019873376,5.562405512113179,1.4965286706094112,0.5561296215246146,0.10541561482634379,-0.07304389058839215,1.0,-1.0,0.0,0.9802822134635373,0.5561296215246146,0.3569190108292303,0.06723358110969223,8,6,3,0.0
15min,USTECm,2024-06-27 08:15:00,19731.28,19732.45,19710.89,19719.99,543.0,0,,0,0,,,,1.3009348428874699,0.0,2.0,1.2349504992220626,0.0,10.0,0.03905112504643594,0.9800330420298707,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,13.315877567729515,43.42994544223331,0.1837185347229217,0.0,0.0,0.0,1.0,0.47183429839895485,4.876669662428335,1.3485657518937042,0.8478600034113299,-1.480187835893408,-0.7960421644073397,1.0,-1.0,0.0,1.6191197230777923,0.8478600034113299,0.0878650313544071,0.6833946883120552,8,6,3,0.0
15min,USTECm,2024-06-27 08:30:00,19719.98,19738.75,19716.83,19736.36,521.0,0,,0,0,,,,1.3009348428874699,0.0,3.0,1.0991372650653222,0.0,2.0,1.1677999276008595,2.433089369584022,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,14.463093892032013,57.18464591365742,0.21190277589531697,1.0,1.0,1.0,1.0,0.702669308360963,4.345793644298941,1.2548169556840076,1.1325377628243183,-0.7273685753914727,0.08850111943918249,1.0,-1.0,0.0,1.5155816703973786,1.1325377628243183,0.16524818395299884,0.21779572362006122,8,6,3,0.0
15min,USTECm,2024-06-27 08:45:00,19736.07,19740.46,19725.67,19736.61,507.0,0,,0,0,,,,1.3009348428874699,0.0,4.0,1.0991372650653222,0.0,2.0,1.1815245374995893,2.408545352405805,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,14.506681373094528,57.367307212103604,0.24849853580233827,1.0,1.0,1.0,1.0,0.6943157701132121,3.7592985220171116,1.1923800564440263,0.03722422696906651,0.044806939870272955,0.009650725510458598,1.0,-1.0,0.0,1.0195302164305435,0.03722422696906651,0.2653949515387149,0.7169110379227622,8,6,3,0.0
15min,USTECm,2024-06-27 09:00:00,19736.7,19746.62,19728.82,19744.06,501.0,0,,0,0,,,,1.3009348428874699,0.0,4.0,1.0991372650653222,0.0,2.0,1.6452793153754797,1.8393138828657307,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,14.945790523348496,62.82119937695008,0.2996367361268308,1.0,1.0,1.0,1.0,0.832930348236797,3.1020473743383175,1.1557093425605536,0.49244635059631797,1.3160896353574056,1.107335204126426,1.0,-1.0,0.0,1.1909707935617473,0.49244635059631797,0.1712856871639367,0.5272387558014926,9,6,3,0.0
15min,USTECm,2024-06-27 09:15:00,19744.07,19752.57,19743.39,19750.24,504.0,0,,0,0,,,,1.3009348428874699,0.0,4.0,1.0991372650653222,0.0,2.0,2.1704140472678017,1.5031369303630533,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,14.177018453568737,66.8769746921389,0.3926810921212894,1.0,1.0,1.0,1.0,0.9415186088210763,3.0771234077551006,1.1253768002679467,0.4352113965434562,1.35712597560726,1.4467075758682615,1.0,-1.0,0.0,0.6475268428312687,0.4352113965434562,0.1643504949669778,0.047964951320834726,9,6,3,0.0
15min,USTECm,2024-06-27 09:30:00,19750.21,19754.72,19745.75,19748.11,476.0,0,,0,0,,,,1.3009348428874699,0.0,4.0,1.0991372650653222,0.0,2.0,2.1241958377038563,1.738517822478234,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.482749326426394,64.09629801572852,0.47270386724685676,1.0,1.0,1.0,1.0,0.8808141917095409,2.9282749178528484,1.0335468461621973,0.15575458307186416,2.085628036181267,0.6237600207782642,1.0,-1.0,0.0,0.6652945762641055,0.15575458307186416,0.33450150935909867,0.17503848383314255,9,6,3,0.0
15min,USTECm,2024-06-27 09:45:00,19748.42,19754.07,19747.7,19749.38,480.0,0,,0,0,,,,1.3009348428874699,0.0,4.0,1.0991372650653222,0.0,2.0,2.386236370596498,1.7687348825182367,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,12.534382749569405,65.09477116233856,0.5681647733230287,1.0,1.0,1.0,1.0,0.871504742238697,3.1803365619762096,1.0237815932601044,0.07658933185465228,1.0387428132787564,0.19945138503815696,1.0,-1.0,0.0,0.508202129077224,0.07658933185465228,0.3741707983315825,0.05744199889098921,9,6,3,0.0
15min,USTECm,2024-06-27 10:00:00,19750.28,19759.16,19749.59,19752.85,461.0,0,,0,0,,,,1.3009348428874699,0.0,4.0,1.0991372650653222,0.0,2.0,2.74345677998187,1.5369275549930195,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,12.16713171629333,67.90837250092596,0.6525639463864152,1.0,1.0,1.0,1.0,0.9256469017068969,3.1622533618620197,0.9751454257006875,0.2112248030124014,1.3347435023038787,1.388166117851882,1.0,-1.0,0.0,0.7865452781434559,0.2112248030124014,0.5186103140109933,0.056710161120061074,10,6,3,0.0
15min,USTECm,2024-06-27 10:15:00,19752.97,19766.73,19752.75,19764.98,470.0,0,,0,0,,,,1.3009348428874699,0.0,4.0,1.0991372650653222,0.0,2.0,3.667544471475761,0.5294609355657115,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,12.408847487454162,75.78220133405824,0.7495464121348789,1.0,1.0,1.0,1.0,1.1009112904518508,3.5393398331931225,0.9813132894874205,0.9678578137206205,1.6858938770219558,3.271053177262292,1.0,-1.0,0.0,1.1266155067289154,0.9678578137206205,0.14102840749467827,0.017729285513616695,10,6,3,0.0
15min,USTECm,2024-06-27 10:30:00,19764.67,19769.04,19760.28,19767.38,456.0,0,,0,0,,,,1.3009348428874699,0.0,4.0,1.0991372650653222,0.0,2.0,4.018508291617907,0.3497637147994095,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,11.922334489127213,77.06677133628139,0.8877428677259566,1.0,1.0,1.0,1.0,1.0364819738014266,4.22389048279178,0.9471388513864368,0.22730447652441166,1.4376379068739054,3.051415814006763,1.0,-1.0,0.0,0.7347554296508657,0.22730447652441166,0.13923447639502706,0.368216476731427,10,6,3,0.0
15min,USTECm,2024-06-27 10:45:00,19767.38,19768.23,19756.0,19760.8,438.0,0,,0,0,,,,1.3009348428874699,0.0,4.0,1.0991372650653222,0.0,2.0,3.4547160575076052,0.898577246992704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.963356557243525,65.99326222125137,0.9438039970166754,1.0,1.0,1.0,1.0,0.8596752495336932,4.398405195365849,0.9051456912585245,0.5500128637406504,1.0607390943568593,3.4112499953274567,1.0,-1.0,0.0,1.0222883470437927,0.5500128637406504,0.07105029394826032,0.4012251893548818,10,6,3,0.0
15min,USTECm,2024-06-27 11:00:00,19761.01,19761.01,19739.42,19743.86,557.0,0,,0,0,,,,1.3009348428874699,0.0,4.0,1.2946416389607551,1.0,0.0,1.8411842317350484,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,13.24690901627774,46.2517094052866,0.8239310300379037,1.0,1.0,1.0,1.0,0.5296077933640828,3.9442979978180244,1.143972068186486,1.2946416389609197,-0.41670098233614244,0.5661698129566705,1.0,-1.0,0.0,1.6298141682312688,1.2946416389609197,0.0,0.33517252927034896,11,6,3,0.0
15min,USTECm,2024-06-27 11:15:00,19744.78,19753.26,19737.82,19750.52,497.0,0,,0,0,,,,1.3009348428874699,0.0,4.0,2.29421251036427,0.0,10.0,2.2933202973672686,5.3621595358732455,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13.539321147440534,52.674003771124084,0.806508621737603,1.0,1.0,1.0,1.0,0.643113130146025,3.872981224771145,1.0047508339229758,0.4239503544891604,-0.17209134598587833,1.0273779496418396,1.0,-1.0,0.0,1.1403821382077763,0.4239503544891604,0.20237351416381524,0.5140582695548007,11,6,3,0.0
15min,USTECm,2024-06-27 11:30:00,19750.43,19761.03,19741.86,19747.68,554.0,0,,0,0,,,,1.3009348428874699,0.0,4.0,2.29421251036427,0.0,10.0,1.9740969470514116,5.2791872983183445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.290078327781565,49.74915588196174,0.7504559213676202,1.0,1.0,1.0,1.0,0.5724219095322678,3.5326580910726118,1.1045758149735818,0.19244121249172455,-1.210630173129707,0.2533226142617625,1.0,-1.0,0.0,1.341490197624131,0.19244121249172455,0.7417734008771928,0.40727558425521343,11,6,3,0.0
15min,USTECm,2024-06-27 11:45:00,19747.79,19759.9,19747.36,19751.48,536.0,0,,0,0,,,,1.3009348428874699,0.0,4.0,2.29421251036427,0.0,10.0,2.2772002903265927,5.09648949700106,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,14.056734550744139,53.71689075335501,0.7631187288380251,1.0,1.0,1.0,1.0,0.6299080846448358,3.487518579000413,1.055533674675069,0.26250762484553414,-1.1311304160011855,0.08821394439239227,1.0,-1.0,0.0,0.8920990828084004,0.26250762484553414,0.599001138536422,0.030590319426444357,11,6,3,0.0
15min,USTECm,2024-06-27 12:00:00,19751.02,19761.53,19746.89,19753.68,551.0,0,,0,0,,,,1.3009348428874699,0.0,4.0,2.29421251036427,0.0,10.0,2.4203185162447483,4.912800870155991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.13450327731151,56.03580860423663,0.7649826620742567,1.0,1.0,1.0,1.0,0.6595685014935387,3.4891482476662143,1.0852865865668702,0.18819196881646288,-0.5037318864560241,0.3940711527472344,1.0,-1.0,0.0,1.035763317095119,0.18819196881646288,0.5553785545899375,0.2921927936887187,12,6,3,0.0
15min,USTECm,2024-06-27 12:15:00,19753.2,19758.13,19742.48,19744.18,578.0,0,,0,0,,,,1.3009348428874699,0.0,4.0,2.29421251036427,0.0,10.0,1.7235643427758738,5.5061986733601795,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.336569507003503,44.841612934846246,0.7194569507629628,0.0,1.0,1.0,1.0,0.4696820392926296,3.4406554721052123,1.1337779521380933,0.629160274052567,0.022320541873241503,-0.36270880544055506,1.0,-1.0,0.0,1.0916140009892101,0.629160274052567,0.3438758482349396,0.11857787870170332,12,6,3,0.0
15min,USTECm,2024-06-27 12:30:00,19745.16,19776.94,19730.4,19767.95,967.0,0,,0,0,,,,1.3009348428874699,0.0,4.0,2.29421251036427,0.0,10.0,2.602204110764631,2.961295395851515,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,18.63036023940267,65.01746872100951,0.5998102294775332,1.0,1.0,1.0,1.0,0.895813612937262,2.8037128955287183,1.8122188905547225,1.2232721056998035,0.9355696710113177,0.8105049932457088,1.0,-1.0,0.0,2.4980730056721745,1.2232721056998035,0.48254568803164694,0.792255211940724,12,6,3,0.0
15min,USTECm,2024-06-27 12:45:00,19767.99,19781.74,19760.57,19780.98,696.0,0,,0,0,,,,1.3009348428874699,0.0,4.0,2.29421251036427,0.0,10.0,3.2426626866996893,2.2215217951150477,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,18.968978874149233,71.59027186590632,0.6648021067495408,1.0,1.0,1.0,1.0,1.0537197681500394,2.9395443577566236,1.28,0.6848022809336703,1.7554977640562528,0.8434824091561759,1.0,-1.0,0.0,1.1160326626147654,0.6848022809336703,0.04006541443491835,0.39116496724617655,12,6,3,0.0
15min,USTECm,2024-06-27 13:00:00,19780.7,19783.63,19765.28,19771.13,664.0,-1,supply rr=1.18,-1,0,19745.300000000003,19793.0732241788,1.1771287477870027,1.3009348428874699,0.0,4.0,0.5067125284119697,1.0,0.0,2.735294589107949,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,18.886448357596294,61.50974877004453,0.7020870211780228,1.0,1.0,1.0,1.0,0.8412444487982762,2.951017519086225,1.2120105868394633,0.506712528411985,1.0404285457989806,0.19855506599215714,1.0,-1.0,0.0,0.9715961229216223,0.506712528411985,0.15513769156187213,0.3097459029477651,13,6,3,0.0
15min,USTECm,2024-06-27 13:15:00,19771.12,19781.31,19766.3,19768.62,711.0,0,,0,0,,,,1.3009348428874699,0.0,4.0,0.5067125284119697,0.0,1.0,2.675617899393284,0.13663887950117787,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,18.369588576583727,59.06440301629786,0.7422172809849307,1.0,1.0,1.0,1.0,0.7893277632688528,2.6487196709376537,1.2782022471910113,0.13609450149508662,0.8133007409345663,0.4257036006766151,1.0,-1.0,0.0,0.8171113869765,0.13609450149508662,0.554721188093973,0.12629569738744037,13,6,3,0.0
15min,USTECm,2024-06-27 13:30:00,19767.72,19876.39,19766.79,19850.89,1717.0,0,,0,0,,,,2.723880632928459,1.0,0.0,2.3098742541727413,0.0,1.0,0.0,2.1887332295132556,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,30.53364343303904,83.64884688756608,0.6064666502392247,1.0,1.0,1.0,1.0,1.4369885773504394,3.1674948986549873,2.787111435760085,2.723880632928516,3.494833501741007,3.5053137446475398,1.0,-1.0,0.0,3.589483195490746,2.723880632928516,0.8351443566150915,0.03045820594713863,13,6,3,0.0
15min,USTECm,2024-06-27 13:45:00,19851.39,19869.29,19785.93,19835.97,1580.0,0,,0,0,,,,1.9186875863286923,0.0,5.0,2.3098742541727413,0.0,1.0,4.682365858440946,2.175523779071019,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,37.57715764196725,74.31021969924889,0.5816745964536196,1.0,1.0,1.0,1.0,1.113504099081748,3.0681789266175343,2.359265342690757,0.4103556779605518,1.8101422318337816,2.273987852252234,1.0,-1.0,0.0,2.218368956860674,0.4103556779605518,0.47635321890362364,1.331660059996499,13,6,3,0.0
15min,USTECm,2024-06-27 14:00:00,19834.97,19888.97,19816.04,19888.0,1434.0,0,,0,0,,,,2.723880632928459,0.0,1.0,2.3098742541727413,0.0,1.0,0.877494363163591,0.7027521550315962,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,42.29086995637165,82.27333528379916,0.652488921083673,1.0,1.0,1.0,1.0,1.2348274762717129,3.7187593564633556,2.0018147553570182,1.2539349522652787,2.530569839551776,3.317973835599916,-1.0,-1.0,1.0,1.724485688642406,1.2539349522652787,0.02293639267767906,0.447614343699448,14,6,3,0.0
15min,USTECm,2024-06-27 14:15:00,19887.08,19892.72,19842.29,19858.29,1251.0,0,,0,0,,,,2.723880632928459,0.0,2.0,0.6637297597603499,1.0,0.0,0.17060091081026071,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,43.37608729552214,68.3202884140077,0.7103821010442221,1.0,1.0,1.0,1.0,0.9642299547141121,3.995410510282775,1.6598115961257793,0.6637297597603297,2.0094020792188343,2.4624166599514306,-1.0,-1.0,1.0,1.1626221529945615,0.6637297597603297,0.1300255590499569,0.36886683418427496,14,6,3,0.0
15min,USTECm,2024-06-27 14:30:00,19857.3,19860.44,19829.55,19842.98,1201.0,0,,0,0,,,,1.9186875863286923,0.0,5.0,0.6637297597603499,0.0,1.0,4.386343911137577,0.3670470336659509,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,41.71127565611911,62.06199229828116,0.7825045155004301,1.0,1.0,1.0,1.0,0.8351150218431328,4.321052775341926,1.520349389201848,0.34331244429104946,1.7827313797124746,2.140907910278664,-1.0,-1.0,1.0,0.740567137161349,0.34331244429104946,0.07527940468393124,0.3219752881863683,14,6,3,0.0
15min,USTECm,2024-06-27 14:45:00,19842.14,19843.03,19779.15,19807.6,1409.0,-1,supply rr=1.28,1,-1,19733.809999999998,19865.363552784318,1.277449125671369,1.9186875863286923,0.0,5.0,0.7732759837533268,1.0,0.0,3.303997385127725,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,44.66710556863622,49.87898353978115,0.7191489741443073,1.0,1.0,1.0,1.0,0.6237062370306719,4.0011947670379024,1.684600669536107,0.7732759837533073,-0.9691695812588693,1.4198367947201331,-1.0,-1.0,1.0,1.4301352009890351,0.7732759837533073,0.01992517734627804,0.6369340398894496,14,6,3,0.0
15min,USTECm,2024-06-27 15:00:00,19806.65,19815.23,19786.55,19798.8,1182.0,0,,0,0,,,,1.9186875863286923,0.0,5.0,0.7732759837533268,0.0,1.0,3.2626871144402116,0.20688605423743858,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,42.535491492818096,47.21877136809931,0.7302126169493914,1.0,1.0,1.0,1.0,0.5624359409085319,4.1462966119679034,1.3548054329761017,0.18455176429136672,-0.8738584813643886,0.7252766787755918,-1.0,-1.0,1.0,0.6742604585829806,0.18455176429136672,0.2017139028815193,0.2879947914100946,15,6,3,0.0
15min,USTECm,2024-06-27 15:15:00,19798.65,19810.95,19756.77,19771.11,1162.0,0,,0,0,,,,1.9186875863286923,0.0,5.0,0.6246584589841605,1.0,0.0,2.51972796690444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,44.088092627109056,39.55875811404285,0.6457346091617308,0.0,1.0,1.0,1.0,0.4033743222702485,3.9870500521282075,1.281076015655146,0.6246584589841407,-2.651282762187939,-0.223869970594511,-1.0,-1.0,1.0,1.2289032428380808,0.6246584589841407,0.27898689344607597,0.3252578904078641,15,6,3,0.0
15min,USTECm,2024-06-27 15:30:00,19771.98,19771.98,19733.09,19742.79,1303.0,0,,0,0,,,,1.9186875863286923,0.0,5.0,0.6726579293701096,1.0,0.0,1.9073620011636438,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,43.3950136101611,33.202471755410755,0.5651395690062047,0.0,0.0,1.0,1.0,0.2545321254081374,4.1377357964518175,1.3724457552138194,0.6726579293701398,-2.661596123407028,-0.6530704254316498,-1.0,-1.0,1.0,0.896185915491769,0.6726579293701398,0.0,0.22352798612162916,15,6,3,0.0
15min,USTECm,2024-06-27 15:45:00,19743.68,19771.59,19734.38,19768.42,1040.0,0,,0,0,,,,0.5811557300073917,1.0,0.0,0.7732759837533268,0.0,2.0,0.0,0.9203589936011178,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,42.57034512880617,42.800013231199536,0.5271090445779976,0.0,1.0,1.0,1.0,0.3946787775733932,4.199006300978384,1.0617662072485963,0.5811557300074396,-1.751453970467076,-0.004698106143973758,-1.0,-1.0,1.0,0.8740826480831378,0.5811557300074396,0.07446498238171316,0.218461935693985,15,6,3,0.0
