timeframe,symbol,timestamp,open,high,low,close,volume,signal,signal_reason,trade_outcome,label,tp_price,sl_price,rr_ratio,demand_zone_strength,demand_zone_fresh,demand_zone_touches,supply_zone_strength,supply_zone_fresh,supply_zone_touches,nearest_demand_dist_atr,nearest_supply_dist_atr,in_demand_zone,in_supply_zone,between_zones,bullish_engulfing,bearish_engulfing,pin_bar_bullish,pin_bar_bearish,higher_low,lower_high,bos_bullish,bos_bearish,buy_confirmation_score,sell_confirmation_score,atr_14,rsi_14,ema_spread_atr,price_above_ema20,price_above_ema50,price_above_ema200,ema_trend_bias,bb_position,bb_width_atr,volume_ratio,body_atr_ratio,momentum_5,momentum_10,candle_size_atr,body_size_atr,wick_upper_atr,wick_lower_atr,hour,month,day_of_week_int,spread_norm
4H,USTECm,2024-02-16 20:00:00,17730.42,17736.11,17661.57,17681.52,4228.0,0,,0,0,,,,1.3767726801912779,0.0,5.0,0.4565652960854055,1.0,0.0,0.2487300508735272,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,107.10406686462332,34.17248260534005,0.38434276496689956,0.0,0.0,1.0,1.0,0.3162414701613388,4.1806465571876865,0.44220853249103137,0.4565652960854259,-1.856792237883603,-1.5296337925904797,0.6959586333375798,0.4565652960854259,0.053125900505645675,0.1862674367465081,20,2,4,0.0
4H,USTECm,2024-02-18 20:00:00,17676.44,17739.05,17676.44,17721.92,1896.0,0,,0,0,,,,1.3767726801912779,0.0,5.0,1.8852775496965115,0.0,2.0,0.6626370439157189,0.25244257311468876,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,101.17152461600696,40.74410250964852,0.34932536297353106,0.0,0.0,1.0,1.0,0.36448238392315635,3.8067837993668903,0.21431841431502321,0.4495336031815056,-1.7934888367916562,-1.1296656883820289,0.6188500196832468,0.4495336031815056,0.16931641650174123,0.0,20,2,6,0.0
4H,USTECm,2024-02-19 00:00:00,17724.09,17749.56,17693.22,17714.6,6454.0,0,,0,0,,,,1.3767726801912779,0.0,5.0,1.8852775496965115,0.0,2.0,0.6273505423436945,0.3451898664001175,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,95.19398800053939,39.911118843960026,0.312393352106669,0.0,0.0,1.0,1.0,0.3236693762108112,3.815856548124149,0.7350755405720925,0.09969116957203461,-2.504569931439903,-0.7166418954904443,0.5918440983865574,0.09969116957203461,0.2675589134878526,0.22459401532667014,0,2,0,0.0
4H,USTECm,2024-02-19 04:00:00,17714.71,17732.38,17697.35,17702.7,5288.0,0,,0,0,,,,1.3767726801912779,0.0,5.0,1.8852775496965115,0.0,3.0,0.5485698683318107,0.5134669031060459,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,87.17212293380115,38.43708988499962,0.2763377679056965,0.0,0.0,1.0,1.0,0.26104136821399415,3.8617594110629714,0.6048959048272706,0.13777340273243593,-0.5134669031060459,-1.6142775380939254,0.4018486509339909,0.13777340273243593,0.2027024168428096,0.0613728313587454,4,2,0,0.0
4H,USTECm,2024-02-19 08:00:00,17703.52,17732.71,17685.35,17709.49,7496.0,0,,0,0,,,,1.3767726801912779,0.0,5.0,1.8852775496965115,0.0,3.0,0.6670832944404377,0.4638189468943691,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.86383987596108,39.898486974365,0.23781914862597084,0.0,0.0,1.0,1.0,0.2704304168774105,4.012329277334412,0.8480021720439839,0.07292597084433931,-0.24418595597624698,-2.1992616065016164,0.5785216045540887,0.07292597084433931,0.2836417157463248,0.2219539179634247,8,2,0,0.0
4H,USTECm,2024-02-19 12:00:00,17709.86,17753.37,17701.52,17725.19,7180.0,0,,0,0,,,,1.3767726801912779,0.0,5.0,1.8852775496965115,0.0,3.0,0.9030079488468566,0.28601887385607394,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,77.86199455916608,43.47815855901543,0.20882343840347756,0.0,0.0,1.0,1.0,0.3172911035698901,4.210612044259057,0.8190736938170203,0.1968868134806254,0.5608641320742704,-1.9932702839004046,0.6659218055427545,0.1968868134806254,0.36192240077521354,0.10711259128691557,12,2,0,0.0
4H,USTECm,2024-02-19 16:00:00,17725.46,17742.86,17719.55,17737.39,2685.0,0,,0,0,,,,1.3767726801912779,0.0,5.0,1.8852775496965115,0.0,4.0,1.1688890173422979,0.1426580099943865,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,70.58839528461078,46.34357405369073,0.19964052301982527,0.0,0.0,1.0,1.0,0.3398329572722588,4.476056348479411,0.3290380691531406,0.16900795027140814,0.21915783660510316,-2.35137800385987,0.3302242515361713,0.16900795027140814,0.0774914910297236,0.08372481023503957,16,2,0,0.0
4H,USTECm,2024-02-19 20:00:00,17731.63,17732.24,17688.41,17697.68,1536.0,0,,0,0,,,,1.3767726801912779,0.0,5.0,0.50142321548218,1.0,0.0,0.6321329491203677,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,67.70727591332928,38.93120388563904,0.1466784522313251,0.0,0.0,1.0,1.0,0.22521592747129474,4.76275553319473,0.20681994142794627,0.5014232154821693,-0.24989928736251632,-3.7712342810373247,0.647345494391266,0.5014232154821693,0.009009371471108196,0.13691290743798848,20,2,0,0.0
4H,USTECm,2024-02-20 00:00:00,17697.42,17702.05,17616.9,17630.83,7487.0,0,,0,0,,,,0.9297668831123168,0.0,1.0,0.950837836273821,1.0,0.0,0.09995291866522145,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,70.03297245821842,29.702997714115426,0.036152096176769344,0.0,0.0,1.0,1.0,0.08166255260604806,4.991669071879372,1.003323416686768,0.950837836273871,-1.0262308949241947,-1.6653584148463594,1.2158558606205152,0.950837836273871,0.06611171620285361,0.19890630814379068,0,2,1,0.0
4H,USTECm,2024-02-20 04:00:00,17630.73,17673.25,17618.47,17665.33,6280.0,0,,0,0,,,,1.3767726801912779,0.0,5.0,0.50142321548218,0.0,1.0,0.15367818184650345,0.47574059164916904,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,67.99924279712248,38.39817820292642,-0.029073371326499658,0.0,0.0,1.0,0.0,0.21111306964851112,5.322465260474673,0.8369037227556521,0.508829195396043,-0.6494189962048897,-0.9433928579380071,0.8055972058900357,0.508829195396043,0.11647188518892082,0.18029612530507186,4,2,1,0.0
4H,USTECm,2024-02-20 08:00:00,17664.36,17668.06,17564.42,17604.09,10603.0,0,,0,0,,,,1.3227758881260125,0.0,7.0,0.828438306251652,1.0,0.0,1.3756446937060924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,72.75134375750656,30.636652501208886,-0.12810506357253912,0.0,0.0,1.0,0.0,0.09888556953504712,5.268111659788219,1.3634230237567107,0.8284383062516462,-1.6645740648261678,-1.0643102381460958,1.4245784977587623,0.8284383062516462,0.05085816713341779,0.5452820243736983,8,2,1,0.0
4H,USTECm,2024-02-20 12:00:00,17605.04,17670.5,17431.75,17523.27,17905.0,0,,0,0,,,,1.3227758881260125,0.0,7.0,0.8617846096019744,1.0,0.0,0.20298363190578078,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,94.88449792317235,23.42610634178166,-0.21284549091980276,0.0,0.0,1.0,0.0,-0.010435696312057497,4.5198016794894755,2.1604044499143322,0.8617846096019698,-2.256638383367652,-2.093598051821321,2.516217140057115,0.8617846096019698,0.6898914093744031,0.9645411210807421,12,2,1,0.0
4H,USTECm,2024-02-20 16:00:00,17524.21,17546.71,17402.03,17518.12,17484.0,0,,0,0,,,,1.3227758881260125,0.0,8.0,0.8617846096019744,0.0,1.0,0.13898205496594182,0.050726972577942814,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,101.52389820008274,23.027621123624726,-0.29414806519614883,0.0,0.0,1.0,0.0,0.05241129863210768,4.639427678010649,2.0748951219078022,0.05998587631059892,-1.768647610891826,-1.935307878079877,1.4250831830242123,0.05998587631059892,0.22162269572881377,1.1434746109847995,16,2,1,0.0
4H,USTECm,2024-02-20 20:00:00,17519.03,17560.9,17480.03,17523.32,8199.0,0,,0,0,,,,1.3227758881260125,0.0,9.0,0.828438306251652,0.0,1.0,0.19550461862332244,0.8177580552151615,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,98.77004510673872,24.523403577332417,-0.38335334291201884,0.0,0.0,1.0,0.0,0.11463730724490788,4.9817022906560835,1.0134233165232869,0.04343422133060572,-1.0884879103155034,-1.8161376741920974,0.8187705079268263,0.04343422133060572,0.3804797290452594,0.3948565575509611,20,2,1,0.0
4H,USTECm,2024-02-21 00:00:00,17519.41,17533.6,17490.07,17513.31,6336.0,0,,0,0,,,,1.3227758881260125,0.0,10.0,0.8617846096019744,0.0,2.0,0.10174530865517893,0.10896594346292218,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,91.40470575917341,23.508696442077593,-0.49492105113169876,0.0,0.0,1.0,0.0,0.13353417930616532,5.397964493217059,0.7850036549254766,0.066736170193161,-1.6631528840597318,-2.1462789948351384,0.47623368664070465,0.066736170193161,0.1552436483673696,0.25425386808017403,0,2,2,0.0
4H,USTECm,2024-02-21 04:00:00,17513.57,17535.96,17497.74,17526.69,5539.0,0,,0,0,,,,1.3227758881260125,0.0,11.0,0.828438306251652,0.0,1.0,0.2689963500944607,0.9180034169890381,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,84.31341165794996,28.097246099391484,-0.6016824939447234,0.0,0.0,1.0,0.0,0.18947927246153345,5.719745073920921,0.6857786664520642,0.1556098815361234,-0.9180034169890381,-2.354311088789672,0.45330866404806686,0.1556098815361234,0.10994692087194086,0.18775186164000257,4,2,2,0.0
4H,USTECm,2024-02-21 08:00:00,17525.72,17528.85,17464.94,17479.6,9042.0,0,,0,0,,,,1.548615871203557,0.0,1.0,0.8617846096019744,0.0,3.0,1.6818853664839928,0.5352177654620665,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,81.59295677022328,22.5934084852926,-0.7102627911389171,0.0,0.0,1.0,0.0,0.12053439270738123,5.673150423869996,1.0933957301699588,0.5652448670279239,-0.5352177654620665,-3.159463882721791,0.7832783922756854,0.5652448670279239,0.03836115424539032,0.1796723710023713,8,2,2,0.0
4H,USTECm,2024-02-21 12:00:00,17478.67,17488.45,17399.71,17420.54,16144.0,0,,0,0,,,,1.548615871203557,0.0,1.0,0.8617846096019744,0.0,4.0,0.9469883290800092,1.2445197780016193,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,82.54589586752707,17.603312367258255,-0.8155838215469132,0.0,0.0,0.0,0.0,0.0012254659700035814,5.0541037011626475,1.856336311474467,0.7042142966536984,-1.1821302437203949,-3.357404957416232,1.0750383052649095,0.7042142966536984,0.11847954277091295,0.25234446584029824,12,2,2,0.0
4H,USTECm,2024-02-21 16:00:00,17420.71,17470.24,17325.43,17357.06,17704.0,0,,0,0,,,,1.548615871203557,0.0,1.0,0.8617846096019744,0.0,4.0,0.16169905945003485,1.8295439531099995,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,90.84777641852364,13.818259956740675,-0.8670954461636396,0.0,0.0,0.0,0.0,-0.04001391836241157,5.137613335781798,2.0247837001709814,0.7006225414563028,-1.8300943243130208,-3.0135024850666507,1.5939850782134675,0.7006225414563028,0.5451977137208276,0.34816482303633706,16,2,2,0.0
4H,USTECm,2024-02-21 20:00:00,17357.64,17659.31,17334.06,17654.49,12834.0,0,,0,0,,,,2.4311759312773322,1.0,0.0,1.8852775496965115,0.0,4.0,0.0,0.7614162921706111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,122.10140622938715,60.14620043650319,-0.5877944430958574,1.0,0.0,1.0,0.0,0.6079539376050649,3.7274697610011236,1.4895543175487465,2.431175931277315,1.1562520396757014,-0.08877866631310913,2.663769485086564,2.431175931277315,0.039475384836640245,0.1931181689726093,20,2,2,0.0
4H,USTECm,2024-02-22 00:00:00,17656.12,17750.93,17654.61,17735.1,7843.0,0,,0,0,,,,0.6654876665460346,1.0,0.0,1.8852775496965115,0.0,4.0,0.0,0.10414570218421651,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,118.67988539880203,65.88165392752556,-0.5131349110573363,1.0,1.0,1.0,0.0,0.7732007793552694,3.9188935854022984,0.8915792764373206,0.6654876665460383,1.7560684297905766,1.1038938869865207,0.8115949866005875,0.6654876665460383,0.1333840182504911,0.012723301804058215,0,2,3,0.0
4H,USTECm,2024-02-22 04:00:00,17735.1,17794.55,17733.22,17790.77,6557.0,0,,0,0,,,,0.6654876665460346,0.0,1.0,1.8613571356624847,0.0,3.0,0.5013814151701417,0.8524474752263553,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,111.03323401229484,69.39173356626884,-0.433221504938781,1.0,1.0,1.0,0.0,0.8711869981203952,4.3502473962712775,0.7261511882876698,0.5013814151701246,2.8024942510955384,2.4091885855579007,0.5523571437467889,0.5013814151701246,0.03404386113423875,0.01693186744242562,4,2,3,0.0
4H,USTECm,2024-02-22 08:00:00,17791.61,17874.87,17791.61,17859.6,10081.0,0,,0,0,,,,0.6654876665460346,0.0,2.0,1.8613571356624847,0.0,3.0,1.1587632605624223,0.24031540070458962,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,107.44213614398868,73.30911947134143,-0.3066049180082551,1.0,1.0,1.0,0.0,0.9590622169326353,4.883590420690047,1.0944344625806768,0.6328057356276232,4.086478692229192,3.1782689013402043,0.7749287475857614,0.6328057356276232,0.14212301195813806,0.0,8,2,3,0.0
4H,USTECm,2024-02-22 12:00:00,17858.58,17927.13,17815.43,17864.61,16826.0,0,,0,0,,,,0.6654876665460346,0.0,2.0,1.8613571356624847,0.0,3.0,1.1990572934922377,0.19266761082210088,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,108.00985132479029,73.59296698524429,-0.17924794340392064,1.0,1.0,1.0,0.0,0.9208873678172458,5.230666388796912,1.719034945673551,0.05582824090617003,4.69910840330457,3.15980436797128,1.0341649269020219,0.05582824090617003,0.578836089793325,0.3995005962025268,12,2,3,0.0
4H,USTECm,2024-02-22 16:00:00,17864.43,18036.71,17857.37,18001.92,14214.0,0,,0,0,,,,1.1699231688051528,1.0,0.0,,,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,117.52053781481827,80.23878202376144,0.0017916344666576267,1.0,1.0,1.0,1.0,1.050801827316277,5.568848530090234,1.403997451587572,1.16992316880517,2.956334326409021,4.157656262345556,1.526031137490139,1.16992316880517,0.2960333627371581,0.06007460594781075,16,2,3,0.0
4H,USTECm,2024-02-22 20:00:00,18001.35,18034.59,17959.43,17995.27,7489.0,0,,0,0,,,,2.4311759312773322,0.0,1.0,,,,3.0461472054846066,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,111.87246610617582,79.12598701997678,0.1506179597818215,1.0,1.0,1.0,1.0,0.9697953387150077,6.4752448549331145,0.7386038621614691,0.054347599651817805,2.3255945726009113,4.188519448165934,0.6718364456958267,0.054347599651817805,0.2971240480964513,0.3203647979475576,20,2,3,0.0
4H,USTECm,2024-02-23 00:00:00,17995.03,18003.89,17969.66,17998.37,6031.0,0,,0,0,,,,2.4311759312773322,0.0,1.0,,,,3.387308263885017,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,101.52013729201899,79.28054700968585,0.3095454603560009,1.0,1.0,1.0,1.0,0.9211092005458359,7.727795994167183,0.5851533468520477,0.03289987670517634,2.0449144922139406,5.110020670162978,0.33717448491562463,0.03289987670517634,0.054373448925920186,0.24990115928452813,0,2,4,0.0
4H,USTECm,2024-02-23 04:00:00,17998.3,18008.57,17982.54,17998.6,4915.0,0,,0,0,,,,2.4311759312773322,0.0,1.0,,,,3.7626243125790637,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,91.45478565308298,79.29367228020504,0.48100784463047397,1.0,1.0,1.0,1.0,0.876363991753482,9.167718126803273,0.4691832965018877,0.003280309475963294,1.5198767238629929,6.320718985584447,0.28462151886441517,0.003280309475963294,0.10901561825118014,0.1723255911372717,4,2,4,0.0
4H,USTECm,2024-02-23 08:00:00,17998.87,17998.87,17954.12,17991.03,7968.0,0,,0,0,,,,2.4311759312773322,0.0,1.0,,,,3.9487263550295664,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,85.22748089933859,77.43089803748379,0.6374108651554256,1.0,1.0,1.0,1.0,0.8293715729983533,10.329886269657939,0.7588788251092888,0.09198910864513,1.483324376902701,7.438563164254189,0.5250653841670367,0.09198910864513,0.0,0.4330762755219067,8,2,4,0.0
4H,USTECm,2024-02-23 12:00:00,17991.84,18096.83,17969.44,17972.54,14914.0,0,,0,0,,,,2.4311759312773322,0.0,1.0,,,,3.500858286568896,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,90.84915011276053,72.6226929863073,0.6832173755325426,1.0,1.0,1.0,1.0,0.7807778588672845,10.04079833688094,1.3643266187313612,0.21244007209803445,-0.32339322892433653,3.500858286568896,1.402214548423244,0.21244007209803445,1.155651977698064,0.03412249862714543,12,2,4,0.0
4H,USTECm,2024-02-23 16:00:00,17973.49,18016.63,17901.93,17969.22,16336.0,0,,0,0,,,,2.4311759312773322,0.0,1.0,,,,3.347149477893705,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,94.02926343105923,71.70025230612954,0.7272662290186557,1.0,1.0,1.0,1.0,0.7515077480480451,9.917866475980153,1.4562245666581983,0.045411394752982365,-0.27704141295436946,2.4898631708590986,1.2198330159641868,0.045411394752982365,0.45879334183692255,0.7156282793742819,16,2,4,0.0
4H,USTECm,2024-02-23 20:00:00,17969.08,17974.09,17918.66,17955.65,3873.0,0,,0,0,,,,2.4311759312773322,0.0,1.0,,,,3.388286101017779,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,88.8826949735847,67.64787453391207,0.8197077453578706,1.0,1.0,1.0,1.0,0.7143153027896362,10.46565801917723,0.3682801705898853,0.15109802874441755,-0.48063349128526767,1.855029261308989,0.6236309555698485,0.15109802874441755,0.05636642769989069,0.41616649912554027,20,2,4,0.0
4H,USTECm,2024-02-25 20:00:00,17928.35,17951.7,17905.63,17946.43,1562.0,0,,0,0,,,,2.4311759312773322,0.0,1.0,,,,3.487891326763534,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,83.70100231044015,64.7776655867342,0.9074914808219252,1.0,1.0,1.0,1.0,0.6840652055062818,10.951522610113093,0.1606938021779051,0.2160069712539733,-0.6232900271194365,1.0373830372778143,0.5504115688977075,0.2160069712539733,0.06296220898829864,0.2714423886554355,20,2,6,0.0
4H,USTECm,2024-02-26 00:00:00,17944.49,17946.79,17884.9,17910.96,7053.0,-1,supply rr=1.10,-1,0,17782.725,18027.582868669047,1.099569933954421,2.4311759312773322,0.0,1.0,0.4150118760772249,1.0,0.0,3.1744138341042945,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,80.79286866904805,54.511153865325284,0.9454053635743355,1.0,1.0,1.0,1.0,0.6277619213020323,11.0317010842844,0.7298937706003799,0.4150118760771943,-0.9910528159111489,0.5736892471272697,0.7660329558728767,0.4150118760771943,0.028467859080749978,0.32255322071493236,0,2,0,0.0
4H,USTECm,2024-02-26 04:00:00,17911.13,17923.74,17892.29,17905.9,5356.0,0,,0,0,,,,2.4311759312773322,0.0,1.0,0.4150118760772249,0.0,1.0,3.387643994732914,0.06818137151800113,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,74.21381951317507,53.12524150940832,1.026519001477757,1.0,1.0,1.0,1.0,0.6043765532260261,11.513090209092255,0.5571013256640022,0.0704720500077688,-0.8979459679766101,-1.2938291093204077,0.42377552060121,0.0704720500077688,0.16991444562102567,0.1833890249724155,4,2,0,0.0
